event_id,user_id,session_id,event_ts,event_type,item_id,soft_delta,hard_delta,revenue_usd,txn_id
e_a19be2c4a8c7,u_00780,s_aa2138c8a6bf,2024-02-04 20:43:06,earn_soft,,41,0,0.0,
e_358f7e0c8352,u_00780,s_aa2138c8a6bf,2024-02-04 20:43:26,spend_soft,item_003,-100,0,0.0,
e_3f5a8dbae8dd,u_00780,s_3bc48509efa6,2024-02-06 07:01:55,earn_soft,,93,0,0.0,
e_1314755682bf,u_00780,s_3bc48509efa6,2024-02-06 07:03:01,spend_soft,item_004,-500,0,0.0,
e_de83f77decac,u_00780,s_e27b2f0bbc1c,2024-02-06 14:34:42,earn_soft,,98,0,0.0,
e_b8e2a844ec0e,u_00780,s_e27b2f0bbc1c,2024-02-06 14:38:54,spend_soft,item_002,-75,0,0.0,
e_6a08ba3947ac,u_00780,s_39f700b84eeb,2024-02-22 11:00:41,earn_soft,,49,0,0.0,
e_5f8cdf91d38c,u_00780,s_f69e242097a1,2024-02-22 20:19:44,spend_soft,item_004,-500,0,0.0,
e_54a8b576b854,u_00780,s_a43d7d1c0151,2024-03-07 06:04:37,spend_soft,item_003,-100,0,0.0,
e_d497dbce844e,u_00780,s_b9817ea3c5d8,2024-03-11 08:41:24,earn_soft,,48,0,0.0,
e_64e0d1996598,u_00780,s_974fb210b6b0,2024-03-22 10:07:58,earn_soft,,15,0,0.0,
e_6d1cb4e8061f,u_00781,s_36ddb9d0de1a,2024-02-22 07:47:40,earn_soft,,63,0,0.0,
e_b192732f2e74,u_00781,s_6695b3bed3d5,2024-03-01 14:06:15,earn_soft,,33,0,0.0,
e_03aea66fc0c5,u_00781,s_6695b3bed3d5,2024-03-01 14:07:41,spend_soft,item_004,-500,0,0.0,
e_59e86ceefe1b,u_00781,s_27d61fdd0421,2024-03-04 09:22:37,earn_soft,,41,0,0.0,
e_4af7277c6ce9,u_00781,s_e3e75669c943,2024-03-04 12:02:46,earn_soft,,19,0,0.0,
e_521383ca384e,u_00781,s_e3e75669c943,2024-03-04 12:06:02,spend_soft,item_004,-500,0,0.0,
e_82313a52bf0e,u_00781,s_e7be276c1c3a,2024-03-04 18:59:11,earn_soft,,15,0,0.0,
e_23d2878e5616,u_00781,s_1816b5d18113,2024-03-11 12:19:42,earn_soft,,90,0,0.0,
e_ac00b8384acf,u_00781,s_1816b5d18113,2024-03-11 12:20:11,spend_soft,item_001,-50,0,0.0,
e_549e74c02b1b,u_00781,s_e123d0105d68,2024-03-11 13:18:53,earn_soft,,36,0,0.0,
e_cf2ae6c083f3,u_00781,s_e123d0105d68,2024-03-11 13:20:46,spend_soft,item_002,-75,0,0.0,
e_8c1df8b68c16,u_00781,s_8420d623df57,2024-03-21 12:22:00,earn_soft,,68,0,0.0,
e_d59f53b95cf6,u_00781,s_8420d623df57,2024-03-21 12:22:24,spend_soft,item_001,-50,0,0.0,
e_2c3775599ce0,u_00781,s_3ffd77d0427f,2024-03-23 08:09:47,earn_soft,,66,0,0.0,
e_0a5a993d236f,u_00781,s_b923d1723758,2024-03-23 16:54:27,spend_soft,item_003,-100,0,0.0,
e_e9ea26cea364,u_00781,s_5a9105e60329,2024-03-31 09:08:43,earn_soft,,85,0,0.0,
e_2c03b41fd334,u_00781,s_185d55b771e8,2024-03-31 11:13:25,earn_soft,,94,0,0.0,
e_2448b21d6ff8,u_00782,s_6441cb69c3ea,2024-01-31 21:37:36,earn_soft,,84,0,0.0,
e_2d104e170964,u_00782,s_ab3ed2e1cdf4,2024-02-16 08:11:58,earn_soft,,26,0,0.0,
e_b1f0fa0b6321,u_00782,s_ab3ed2e1cdf4,2024-02-16 08:13:09,spend_soft,item_004,-500,0,0.0,
e_490d27906c6d,u_00782,s_5c0edbcc208e,2024-02-25 06:45:58,spend_soft,item_002,-75,0,0.0,
e_010e1b7f3bcd,u_00782,s_1e95228afca4,2024-02-25 11:39:42,earn_soft,,18,0,0.0,
e_2be0c50369b4,u_00782,s_1e95228afca4,2024-02-25 11:39:00,spend_soft,item_004,-500,0,0.0,
e_14377c3a364b,u_00782,s_038361fa749e,2024-02-25 16:20:39,earn_soft,,63,0,0.0,
e_e7c7d73ca5fb,u_00782,s_038361fa749e,2024-02-25 16:23:26,spend_soft,item_004,-500,0,0.0,
e_89eb8a267b2c,u_00782,s_c056a8d2b7ee,2024-02-28 08:10:38,earn_soft,,38,0,0.0,
e_b5d9cb03cdf3,u_00782,s_e59accbcdb1d,2024-02-28 16:13:30,earn_soft,,54,0,0.0,
e_7da8bf4f9431,u_00782,s_d50a97c4c284,2024-02-28 19:23:55,earn_soft,,63,0,0.0,
e_fdeb89af0056,u_00782,s_d50a97c4c284,2024-02-28 19:27:27,spend_soft,item_002,-75,0,0.0,
e_56d674c5a46c,u_00783,s_c5a1e7158fef,2024-02-12 07:23:15,earn_soft,,66,0,0.0,
e_6e4b47581aa7,u_00783,s_5a98667eecdf,2024-02-12 21:20:41,earn_soft,,11,0,0.0,
e_23c362726477,u_00783,s_f9da655e7885,2024-02-13 13:07:37,earn_soft,,29,0,0.0,
e_8093af94796d,u_00783,s_f9da655e7885,2024-02-13 13:09:00,spend_soft,item_001,-50,0,0.0,
e_65752a2f3b2b,u_00783,s_4e240c749d44,2024-02-16 10:45:18,earn_soft,,93,0,0.0,
e_534464bf0a92,u_00783,s_4e240c749d44,2024-02-16 10:46:31,spend_soft,item_001,-50,0,0.0,
e_2160294ce3f6,u_00783,s_040e4fb1b877,2024-02-17 18:14:41,earn_soft,,100,0,0.0,
e_a1b537fc7584,u_00783,s_040e4fb1b877,2024-02-17 18:15:22,spend_soft,item_004,-500,0,0.0,
e_5e94657df44a,u_00783,s_81a81918e552,2024-02-19 09:51:34,earn_soft,,77,0,0.0,
e_7e79a4d7c47c,u_00783,s_650f2d64462f,2024-02-22 08:05:50,earn_soft,,54,0,0.0,
e_5f2a39ce8ead,u_00783,s_650f2d64462f,2024-02-22 08:07:30,spend_soft,item_002,-75,0,0.0,
e_974366d67e4a,u_00783,s_8483f0dec31f,2024-02-22 08:30:23,earn_soft,,50,0,0.0,
e_8c9f95e72eec,u_00783,s_8483f0dec31f,2024-02-22 08:32:36,spend_soft,item_002,-75,0,0.0,
e_afb0b0bf2851,u_00783,s_ee8a4c0de13b,2024-02-24 15:38:49,earn_soft,,90,0,0.0,
e_3b1f0f118d0e,u_00783,s_ee8a4c0de13b,2024-02-24 15:40:35,spend_soft,item_002,-75,0,0.0,
e_c6191787d521,u_00783,s_2cc7783a73ea,2024-03-02 11:04:42,earn_soft,,47,0,0.0,
e_c74a0d2c0fca,u_00783,s_2cc7783a73ea,2024-03-02 11:04:07,spend_soft,item_001,-50,0,0.0,
e_8c5e463cfcbf,u_00783,s_a6b64ef0e311,2024-03-10 09:16:59,earn_soft,,36,0,0.0,
e_49f592d01815,u_00784,s_5d5641509555,2024-01-19 18:58:06,earn_soft,,74,0,0.0,
e_2a017464f595,u_00784,s_5d5641509555,2024-01-19 19:01:57,spend_soft,item_004,-500,0,0.0,
e_1847a4617577,u_00784,s_e973aaf8b9a9,2024-01-30 10:29:19,earn_soft,,80,0,0.0,
e_6e87381be16d,u_00784,s_ee695ba09e8c,2024-02-15 06:55:55,earn_soft,,28,0,0.0,
e_71703192ec37,u_00784,s_ee695ba09e8c,2024-02-15 06:58:57,spend_soft,item_001,-50,0,0.0,
e_6c4039be2887,u_00784,s_c8598207ad08,2024-02-15 12:21:56,earn_soft,,54,0,0.0,
e_56f8d68f29a5,u_00784,s_c8598207ad08,2024-02-15 12:24:36,spend_soft,item_001,-50,0,0.0,
e_df2f979ae2f1,u_00784,s_5bec4fa2a8db,2024-03-26 21:46:09,earn_soft,,53,0,0.0,
e_f5770f889e65,u_00784,s_5bec4fa2a8db,2024-03-26 21:49:32,spend_soft,item_002,-75,0,0.0,
e_3477a7cb672f,u_00784,s_19ed41d98cef,2024-03-30 13:32:47,earn_soft,,53,0,0.0,
e_025aab825252,u_00784,s_70acf7bb0268,2024-03-30 19:56:25,earn_soft,,34,0,0.0,
e_a013d191171d,u_00784,s_70acf7bb0268,2024-03-30 19:56:48,spend_soft,item_002,-75,0,0.0,
e_87e4b4a0fd0e,u_00785,s_1cd1ab2a870d,2024-02-01 11:26:07,earn_soft,,12,0,0.0,
e_f664e0cecb28,u_00785,s_563ef172a22b,2024-02-05 07:50:10,earn_soft,,66,0,0.0,
e_000b402ca149,u_00785,s_15798c3fd24c,2024-02-13 08:46:41,earn_soft,,13,0,0.0,
e_36cde53de03e,u_00785,s_7946aba78dad,2024-02-28 08:06:25,spend_soft,item_002,-75,0,0.0,
e_814134878339,u_00785,s_bc5937107110,2024-03-01 16:03:57,earn_soft,,64,0,0.0,
e_d2a48b4f9a30,u_00785,s_bc5937107110,2024-03-01 16:04:14,spend_soft,item_004,-500,0,0.0,
e_2c63ef115c3e,u_00785,s_31dbc898c0d8,2024-03-02 15:07:46,earn_soft,,33,0,0.0,
e_c9a2a2ac34ad,u_00785,s_31dbc898c0d8,2024-03-02 15:07:45,spend_soft,item_002,-75,0,0.0,
e_347f839b3106,u_00785,s_9bc910583719,2024-03-20 09:19:55,earn_soft,,95,0,0.0,
e_4c5b2a66319e,u_00785,s_d66849a1f8ca,2024-03-22 17:46:52,earn_soft,,44,0,0.0,
e_2cb75749eb6a,u_00786,s_da68612b8d0d,2024-02-09 11:21:28,earn_soft,,49,0,0.0,
e_bb6036925f7d,u_00786,s_d375bad0e857,2024-02-09 19:56:55,earn_soft,,48,0,0.0,
e_8cef1f9b7e9d,u_00786,s_d375bad0e857,2024-02-09 19:56:13,spend_soft,item_001,-50,0,0.0,
e_54fcbb16c5b3,u_00786,s_1acf2b73ccbf,2024-02-12 09:37:39,earn_soft,,21,0,0.0,
e_bfc8c8b86e65,u_00786,s_218e932768f7,2024-02-14 19:21:09,spend_soft,item_003,-100,0,0.0,
e_76804c3f9f6a,u_00786,s_d80d6f0692ad,2024-02-17 10:38:24,earn_soft,,99,0,0.0,
e_59716c7dfc4a,u_00786,s_d80d6f0692ad,2024-02-17 10:41:21,spend_soft,item_001,-50,0,0.0,
e_7475572f5036,u_00786,s_3fbc4f168a35,2024-02-17 17:03:04,earn_soft,,80,0,0.0,
e_d3f7ab35b520,u_00786,s_cd984200aa0e,2024-02-20 11:48:09,spend_soft,item_002,-75,0,0.0,
e_d0d42bd4f8eb,u_00786,s_53b37eefeec4,2024-02-20 18:01:39,earn_soft,,67,0,0.0,
e_64278195f9c8,u_00787,s_13011be837f6,2024-02-22 07:38:54,earn_soft,,31,0,0.0,
e_3775258930cb,u_00787,s_13011be837f6,2024-02-22 07:38:29,spend_soft,item_002,-75,0,0.0,
e_7bcfb2ee263a,u_00787,s_4dbaa83a8d65,2024-02-23 13:10:29,earn_soft,,70,0,0.0,
e_edcb7c6ce8ba,u_00787,s_4dbaa83a8d65,2024-02-23 13:11:34,spend_soft,item_002,-75,0,0.0,
e_84964cb41116,u_00787,s_9f2fca6c15e0,2024-02-23 14:27:53,earn_soft,,62,0,0.0,
e_d9ca1fb90f76,u_00787,s_9f2fca6c15e0,2024-02-23 14:28:14,spend_soft,item_003,-100,0,0.0,
e_7f6c10f31ecd,u_00787,s_344affb86702,2024-02-25 12:56:52,earn_soft,,32,0,0.0,
e_bb8b14311d29,u_00787,s_344affb86702,2024-02-25 12:56:25,spend_soft,item_001,-50,0,0.0,
e_8bc9d280de3f,u_00787,s_cd141d1d33b4,2024-02-25 14:18:06,earn_soft,,19,0,0.0,
e_f8f0fd9da083,u_00787,s_cd141d1d33b4,2024-02-25 14:18:36,spend_soft,item_002,-75,0,0.0,
e_b8282f9877cf,u_00787,s_5223414e5207,2024-02-25 15:05:58,earn_soft,,10,0,0.0,
e_bf34a8e46730,u_00787,s_5223414e5207,2024-02-25 15:09:56,spend_soft,item_003,-100,0,0.0,
e_3ee73a0fbe60,u_00787,s_c40c758239a2,2024-03-01 10:05:05,earn_soft,,56,0,0.0,
e_25d2f76ae08d,u_00787,s_c40c758239a2,2024-03-01 10:08:50,spend_soft,item_004,-500,0,0.0,
e_e87789fa8fc3,u_00787,s_5812aa9f9961,2024-03-01 19:00:40,earn_soft,,51,0,0.0,
e_3e5a93e16921,u_00787,s_5812aa9f9961,2024-03-01 19:03:05,spend_soft,item_002,-75,0,0.0,
e_7a77421c2b9d,u_00787,s_7d65b6bbde72,2024-03-03 21:19:41,earn_soft,,96,0,0.0,
e_0cc18a814aca,u_00787,s_c5fb6f0ed3ba,2024-03-03 21:54:01,spend_soft,item_002,-75,0,0.0,
e_763e9342e436,u_00787,s_6f311ba86e22,2024-03-09 12:11:59,earn_soft,,49,0,0.0,
e_09ba3a987928,u_00787,s_375f01d979ba,2024-03-09 12:34:40,earn_soft,,75,0,0.0,
e_67fa45591784,u_00787,s_fe66260acbf4,2024-03-21 22:00:27,spend_soft,item_001,-50,0,0.0,
e_a8fd9693f362,u_00788,s_9686accfb9ac,2024-02-29 06:40:26,earn_soft,,40,0,0.0,
e_77870262a2c8,u_00788,s_52cbb1d898e7,2024-03-01 17:22:46,earn_soft,,91,0,0.0,
e_ac72fd098200,u_00788,s_52cbb1d898e7,2024-03-01 17:24:21,spend_soft,item_004,-500,0,0.0,
e_fc96f4f20396,u_00788,s_37e6aeb0eaed,2024-03-13 19:54:50,earn_soft,,10,0,0.0,
e_e4ecbbc22e39,u_00788,s_37e6aeb0eaed,2024-03-13 19:56:37,spend_soft,item_004,-500,0,0.0,
e_996d07c1b744,u_00788,s_2930655af1ec,2024-03-13 21:07:03,earn_soft,,62,0,0.0,
e_1db687341244,u_00788,s_2930655af1ec,2024-03-13 21:08:49,spend_soft,item_004,-500,0,0.0,
e_0a5e8530836c,u_00788,s_8dac1fa03408,2024-03-15 10:29:46,earn_soft,,24,0,0.0,
e_ecc15a62d3de,u_00788,s_7572b05661b6,2024-03-15 11:54:16,earn_soft,,87,0,0.0,
e_adae0a69f43c,u_00788,s_7572b05661b6,2024-03-15 11:57:43,spend_soft,item_002,-75,0,0.0,
e_33fd6e760aa6,u_00788,s_9dcf0b567059,2024-03-22 20:41:54,earn_soft,,82,0,0.0,
e_a007c7431558,u_00788,s_9dcf0b567059,2024-03-22 20:41:59,spend_soft,item_003,-100,0,0.0,
e_bd275d35e7be,u_00788,s_0bfd16c4b08e,2024-03-31 19:06:47,earn_soft,,87,0,0.0,
e_215af62c20f0,u_00788,s_0bfd16c4b08e,2024-03-31 19:09:44,spend_soft,item_001,-50,0,0.0,
e_7e1f1bccb20c,u_00789,s_c85bb9e8a365,2024-01-30 06:47:32,earn_soft,,86,0,0.0,
e_1e001ffd6cdc,u_00789,s_c85bb9e8a365,2024-01-30 06:50:37,spend_soft,item_004,-500,0,0.0,
e_daf020cfda1e,u_00789,s_f445a1acb69a,2024-01-30 13:27:34,earn_soft,,23,0,0.0,
e_59dc17be7fa0,u_00789,s_f445a1acb69a,2024-01-30 13:29:42,spend_soft,item_002,-75,0,0.0,
e_eae7cfa319d1,u_00789,s_0704a8257100,2024-01-31 08:06:47,earn_soft,,53,0,0.0,
e_4e748a05473b,u_00789,s_0704a8257100,2024-01-31 08:07:14,spend_soft,item_002,-75,0,0.0,
e_faba83bd9488,u_00789,s_4444d764d8de,2024-02-09 06:30:09,earn_soft,,62,0,0.0,
e_f95b9d97d72d,u_00789,s_4444d764d8de,2024-02-09 06:30:45,spend_soft,item_002,-75,0,0.0,
e_2a69ec5d17c0,u_00789,s_5bf231f0df08,2024-02-09 21:00:37,earn_soft,,22,0,0.0,
e_2a9375630a24,u_00789,s_5bf231f0df08,2024-02-09 21:01:43,spend_soft,item_004,-500,0,0.0,
e_fe4e6e4f2c90,u_00789,s_b3506760eeae,2024-02-13 11:28:54,earn_soft,,59,0,0.0,
e_8ad70082f3e0,u_00789,s_b7006aa35d9c,2024-03-06 10:34:01,earn_soft,,57,0,0.0,
e_903d6773717a,u_00789,s_b7006aa35d9c,2024-03-06 10:36:53,spend_soft,item_001,-50,0,0.0,
e_2881b4c127ea,u_00789,s_79ec5361562a,2024-03-06 18:22:46,earn_soft,,24,0,0.0,
e_eb114ff46a0d,u_00789,s_79ec5361562a,2024-03-06 18:22:49,spend_soft,item_002,-75,0,0.0,
e_c7029cfea62a,u_00789,s_c7f068e9854b,2024-03-11 11:46:19,earn_soft,,16,0,0.0,
e_93c0877ee17f,u_00789,s_4f4c82045742,2024-03-23 18:07:55,earn_soft,,83,0,0.0,
e_21db46ec7264,u_00789,s_4f4c82045742,2024-03-23 18:08:51,spend_soft,item_003,-100,0,0.0,
e_664166752f43,u_00790,s_95d94fa372a8,2024-02-03 14:43:46,earn_soft,,50,0,0.0,
e_af7a088e9637,u_00790,s_89752f1ed4fd,2024-02-04 07:11:57,earn_soft,,40,0,0.0,
e_05c53b9a18cb,u_00790,s_77d86f6296d5,2024-02-04 15:29:07,earn_soft,,90,0,0.0,
e_c0150072fb24,u_00790,s_77d86f6296d5,2024-02-04 15:30:33,spend_soft,item_002,-75,0,0.0,
e_caecc24d82d2,u_00790,s_ec5b81a8a753,2024-02-04 17:51:46,earn_soft,,41,0,0.0,
e_59cd13d07f3a,u_00790,s_ec5b81a8a753,2024-02-04 17:52:29,spend_soft,item_003,-100,0,0.0,
e_a1c3986215b1,u_00790,s_19582745f363,2024-02-05 06:34:44,earn_soft,,60,0,0.0,
e_3706d8457e80,u_00790,s_19582745f363,2024-02-05 06:35:41,spend_soft,item_004,-500,0,0.0,
e_505b24261d2c,u_00790,s_6b4a10cbd397,2024-02-05 16:36:51,earn_soft,,99,0,0.0,
e_600c6a24225e,u_00790,s_ce7842aec458,2024-02-06 06:18:59,earn_soft,,33,0,0.0,
e_7c376a0ec86f,u_00790,s_2cb907b8e106,2024-02-06 14:35:20,spend_soft,item_004,-500,0,0.0,
e_659ddefc2682,u_00790,s_a8ac38ddd0e2,2024-02-08 15:21:43,earn_soft,,16,0,0.0,
e_c773d57492c1,u_00790,s_0e2440b9c48a,2024-02-11 07:13:15,earn_soft,,78,0,0.0,
e_5221401ce288,u_00790,s_0e2440b9c48a,2024-02-11 07:15:04,spend_soft,item_001,-50,0,0.0,
e_312849904974,u_00790,s_0441a3ef3e23,2024-02-12 08:23:57,earn_soft,,58,0,0.0,
e_988100150027,u_00790,s_0441a3ef3e23,2024-02-12 08:26:24,spend_soft,item_001,-50,0,0.0,
e_1df2d5280e74,u_00790,s_9526987627bc,2024-02-12 11:41:45,spend_soft,item_003,-100,0,0.0,
e_45fc81c353a7,u_00790,s_f057cdbfb19e,2024-02-14 15:30:57,earn_soft,,17,0,0.0,
e_ed3cb6105055,u_00790,s_f057cdbfb19e,2024-02-14 15:33:23,spend_soft,item_001,-50,0,0.0,
e_be2c0084029c,u_00790,s_9f672429da32,2024-02-14 17:00:46,earn_soft,,67,0,0.0,
e_9dcc5e065395,u_00790,s_9f672429da32,2024-02-14 17:02:11,spend_soft,item_004,-500,0,0.0,
e_b8d3289e5339,u_00790,s_a9925098354b,2024-02-15 10:21:43,earn_soft,,14,0,0.0,
e_b80bbb5afb63,u_00790,s_9c573132f0d8,2024-02-15 18:00:26,spend_soft,item_001,-50,0,0.0,
e_4a333569c8e7,u_00790,s_8cf15b43d0cb,2024-02-15 19:50:21,earn_soft,,24,0,0.0,
e_27f5866e055a,u_00790,s_b63e9f332b17,2024-02-20 20:16:49,earn_soft,,29,0,0.0,
e_5f6a31946491,u_00790,s_0fef425c4309,2024-02-20 20:35:22,spend_soft,item_001,-50,0,0.0,
e_6021b724f73d,u_00790,s_2b355e492b59,2024-03-01 09:41:40,earn_soft,,36,0,0.0,
e_a2bf3ba6e8dc,u_00790,s_2b355e492b59,2024-03-01 09:41:52,spend_soft,item_003,-100,0,0.0,
e_88f1217c73b1,u_00790,s_f7d6cb1bc9b9,2024-03-01 21:06:17,earn_soft,,82,0,0.0,
e_7d9366d579de,u_00790,s_f7d6cb1bc9b9,2024-03-01 21:09:34,spend_soft,item_003,-100,0,0.0,
e_fc7db97240c2,u_00790,s_b195c0d81a21,2024-03-04 14:19:32,earn_soft,,14,0,0.0,
e_e825efa4e5db,u_00790,s_b195c0d81a21,2024-03-04 14:22:04,spend_soft,item_003,-100,0,0.0,
e_a9d5d8065f46,u_00790,s_c9d70a515605,2024-03-10 18:43:42,spend_soft,item_001,-50,0,0.0,
e_cefb8cba3850,u_00790,s_37730fae8566,2024-03-16 07:39:49,earn_soft,,71,0,0.0,
e_9569bc151feb,u_00791,s_fedf6a9eb286,2024-02-29 12:01:18,spend_soft,item_001,-50,0,0.0,
e_c99bcd73515b,u_00791,s_0979e3a807a6,2024-03-04 17:42:57,earn_soft,,78,0,0.0,
e_5381f8edcc01,u_00791,s_0979e3a807a6,2024-03-04 17:45:01,spend_soft,item_002,-75,0,0.0,
e_14fb86117248,u_00791,s_a751dd9cfd44,2024-03-05 08:06:08,earn_soft,,62,0,0.0,
e_715f91876b08,u_00791,s_a751dd9cfd44,2024-03-05 08:08:33,spend_soft,item_004,-500,0,0.0,
e_a858281ee14e,u_00791,s_1681dc4c8d02,2024-03-06 07:52:12,earn_soft,,55,0,0.0,
e_0f70b8bff33e,u_00791,s_506d76b5c5ce,2024-03-06 15:39:59,earn_soft,,64,0,0.0,
e_50f8c490bf73,u_00791,s_506d76b5c5ce,2024-03-06 15:43:52,spend_soft,item_002,-75,0,0.0,
e_62a123a98996,u_00791,s_ddd2d37815df,2024-03-07 13:39:56,earn_soft,,52,0,0.0,
e_457b760f8a4b,u_00791,s_ddd2d37815df,2024-03-07 13:40:21,spend_soft,item_003,-100,0,0.0,
e_ea72bd59a498,u_00791,s_68b731c51693,2024-03-15 16:14:54,earn_soft,,96,0,0.0,
e_141dabe6be17,u_00791,s_d0bb6681df31,2024-03-19 12:52:02,spend_soft,item_001,-50,0,0.0,
e_b028cd8d5321,u_00791,s_0b442668305c,2024-03-20 13:46:44,earn_soft,,81,0,0.0,
e_f02e726affda,u_00791,s_9d4027d8f514,2024-03-31 06:25:05,earn_soft,,79,0,0.0,
e_17c6d792d548,u_00792,s_128e2df14468,2024-02-16 14:53:07,spend_soft,item_003,-100,0,0.0,
e_037bafa70564,u_00792,s_b48929b6ab07,2024-02-17 07:05:39,earn_soft,,16,0,0.0,
e_e09f183271cb,u_00792,s_0a7bec31853a,2024-03-23 16:21:41,earn_soft,,48,0,0.0,
e_949954a3810c,u_00792,s_0a7bec31853a,2024-03-23 16:23:02,spend_soft,item_002,-75,0,0.0,
e_65548d047e9b,u_00792,s_009089beb0ca,2024-03-23 21:07:35,earn_soft,,90,0,0.0,
e_b8650b13f1b7,u_00792,s_009089beb0ca,2024-03-23 21:07:50,spend_soft,item_003,-100,0,0.0,
e_d17a9602f94d,u_00793,s_22a186b572b7,2024-01-21 13:12:34,earn_soft,,83,0,0.0,
e_81746bfda8d0,u_00793,s_22a186b572b7,2024-01-21 13:14:34,spend_soft,item_001,-50,0,0.0,
e_e3e4199a9759,u_00793,s_bca7f3bb387b,2024-01-23 08:54:57,earn_soft,,44,0,0.0,
e_0d7c9fcdaafc,u_00793,s_bca7f3bb387b,2024-01-23 08:57:12,spend_soft,item_004,-500,0,0.0,
e_f2c22a44745e,u_00793,s_fed9fc5c252b,2024-01-30 11:30:37,earn_soft,,89,0,0.0,
e_5d472169cdcc,u_00793,s_fed9fc5c252b,2024-01-30 11:34:22,spend_soft,item_004,-500,0,0.0,
e_b84269421641,u_00793,s_08ed6dbadf26,2024-01-30 12:18:58,earn_soft,,13,0,0.0,
e_713ae3f66a4e,u_00793,s_ad8738d7d434,2024-01-30 17:41:53,earn_soft,,31,0,0.0,
e_217b1aa73834,u_00793,s_ad8738d7d434,2024-01-30 17:43:07,spend_soft,item_002,-75,0,0.0,
e_7495fb53324a,u_00793,s_f1be18b62a7b,2024-02-02 11:35:48,earn_soft,,50,0,0.0,
e_9d6b0cc7822d,u_00793,s_8447e7586db8,2024-02-07 10:47:44,earn_soft,,68,0,0.0,
e_aa964dea74c9,u_00793,s_9873912bfcb4,2024-02-07 11:54:41,earn_soft,,94,0,0.0,
e_1be9d74da027,u_00793,s_9873912bfcb4,2024-02-07 11:55:42,spend_soft,item_004,-500,0,0.0,
e_3cc93a3aebf9,u_00793,s_a6fd8a734f53,2024-02-11 21:00:36,earn_soft,,43,0,0.0,
e_26e7152bb647,u_00793,s_a6fd8a734f53,2024-02-11 21:01:33,spend_soft,item_001,-50,0,0.0,
e_71326c842181,u_00793,s_8102ca303693,2024-02-26 07:53:52,earn_soft,,87,0,0.0,
e_ac68305c3596,u_00793,s_8102ca303693,2024-02-26 07:53:32,spend_soft,item_004,-500,0,0.0,
e_d7a2416ad4ed,u_00793,s_3fe7eac055c8,2024-03-07 07:19:19,earn_soft,,61,0,0.0,
e_dd86bdc761d5,u_00793,s_3fe7eac055c8,2024-03-07 07:19:15,spend_soft,item_004,-500,0,0.0,
e_74246726bb39,u_00793,s_fedb02968a55,2024-03-07 21:41:00,earn_soft,,49,0,0.0,
e_82616b8c0ff0,u_00794,s_5118e46db3f5,2024-02-18 07:39:58,earn_soft,,58,0,0.0,
e_765ffefc52f7,u_00794,s_5118e46db3f5,2024-02-18 07:41:49,spend_soft,item_002,-75,0,0.0,
e_8c6df2c2bf97,u_00794,s_8ac167585c28,2024-02-20 08:14:07,earn_soft,,86,0,0.0,
e_609e9b4b097a,u_00794,s_8ac167585c28,2024-02-20 08:17:02,spend_soft,item_001,-50,0,0.0,
e_339306fb51d3,u_00794,s_4316375092b8,2024-02-25 12:30:12,earn_soft,,39,0,0.0,
e_496cdd046f40,u_00794,s_4316375092b8,2024-02-25 12:32:43,spend_soft,item_004,-500,0,0.0,
e_e3c6a3beb9d5,u_00794,s_f94e6f5f64f0,2024-03-29 09:01:12,spend_soft,item_003,-100,0,0.0,
e_357793d328be,u_00795,s_ffc8219060c2,2024-02-21 16:39:41,spend_soft,item_003,-100,0,0.0,
e_f44d674b4cca,u_00795,s_6458ab7113a9,2024-02-27 11:08:12,earn_soft,,65,0,0.0,
e_4aaa55a3c1bc,u_00795,s_6458ab7113a9,2024-02-27 11:10:49,spend_soft,item_003,-100,0,0.0,
e_7bf78a9c42b2,u_00795,s_4a37abed8986,2024-03-02 17:00:11,earn_soft,,52,0,0.0,
e_a80c23a81963,u_00795,s_4a37abed8986,2024-03-02 17:02:39,spend_soft,item_003,-100,0,0.0,
e_98d26c28153c,u_00795,s_e7f529ca6dd7,2024-03-05 17:01:59,earn_soft,,83,0,0.0,
e_3ab60e6472a1,u_00795,s_a663cf4e8155,2024-03-08 14:53:30,earn_soft,,65,0,0.0,
e_1d7fed285cf8,u_00795,s_ae9df4e3494a,2024-03-08 15:13:20,spend_soft,item_002,-75,0,0.0,
e_77b2b387541b,u_00795,s_0c91efc7e1b8,2024-03-10 07:24:44,earn_soft,,61,0,0.0,
e_3d6973c0f317,u_00795,s_112ca9b35f7f,2024-03-14 15:15:32,spend_soft,item_004,-500,0,0.0,
e_3d0234fe7ecf,u_00795,s_670f67ba9d54,2024-03-14 20:17:52,earn_soft,,77,0,0.0,
e_780e1ef5aace,u_00795,s_670f67ba9d54,2024-03-14 20:17:23,spend_soft,item_003,-100,0,0.0,
e_659e2e10889b,u_00795,s_1ab2dfb5ae48,2024-03-20 10:30:25,earn_soft,,89,0,0.0,
e_d2ff4b788db8,u_00795,s_1ab2dfb5ae48,2024-03-20 10:32:14,spend_soft,item_004,-500,0,0.0,
e_9258d3896ab7,u_00795,s_629b56aa18a1,2024-03-29 06:15:38,spend_soft,item_002,-75,0,0.0,
e_34de48d37a35,u_00795,s_6a8bf5e982b6,2024-03-31 11:06:42,earn_soft,,67,0,0.0,
e_814721f48c6f,u_00796,s_38edc38bce39,2024-01-20 21:47:34,earn_soft,,96,0,0.0,
